Date,Close
2011. 07. 25,81.57
2011. 07. 26,81.77
2011. 07. 27,81.6
2011. 07. 28,81.84
2011. 07. 29,82.26
2011. 08. 01,82.3
2011. 08. 02,82.65
2011. 08. 03,82.71
2011. 08. 04,83.21
2011. 08. 05,82.67
2011. 08. 08,83.06
2011. 08. 09,83.35
2011. 08. 10,84.01
2011. 08. 11,83.2
2011. 08. 12,83.47
2011. 08. 15,83.33
2011. 08. 16,83.58
2011. 08. 17,83.73
2011. 08. 18,83.91
2011. 08. 19,83.99
2011. 08. 22,83.8
2011. 08. 23,83.55
2011. 08. 24,83.07
2011. 08. 25,83.3
2011. 08. 26,83.4
2011. 08. 29,83.2
2011. 08. 30,83.51
2011. 08. 31,83.4
2011. 09. 01,83.54
2011. 09. 02,83.77
2011. 09. 06,83.89
2011. 09. 07,83.7
2011. 09. 08,83.81
2011. 09. 09,83.88
2011. 09. 12,83.63
2011. 09. 13,83.54
2011. 09. 14,83.72
2011. 09. 15,83.56
2011. 09. 16,83.53
2011. 09. 19,83.79
2011. 09. 20,83.9
2011. 09. 21,84.13
2011. 09. 22,84.33
2011. 09. 23,84.05
2011. 09. 26,83.79
2011. 09. 27,83.62
2011. 09. 28,83.44
2011. 09. 29,83.43
2011. 09. 30,83.74
2011. 10. 03,84
2011. 10. 04,83.67
2011. 10. 05,83.31
2011. 10. 06,83.26
2011. 10. 07,83.08
2011. 10. 10,82.96
2011. 10. 11,82.92
2011. 10. 12,82.9
2011. 10. 13,83
2011. 10. 14,82.85
2011. 10. 17,83.14
2011. 10. 18,83.05
2011. 10. 19,83.27
2011. 10. 20,83.23
2011. 10. 21,83.1
2011. 10. 24,83.16
2011. 10. 25,83.59
2011. 10. 26,83.38
2011. 10. 27,83.27
2011. 10. 28,83.25
2011. 10. 31,83.62
2011. 11. 01,84.03
2011. 11. 02,83.98
2011. 11. 03,83.77
2011. 11. 04,83.89
2011. 11. 07,83.91
2011. 11. 08,83.65
2011. 11. 09,83.75
2011. 11. 10,83.65
2011. 11. 11,83.59
2011. 11. 14,83.6
2011. 11. 15,83.55
2011. 11. 16,83.71
2011. 11. 17,83.67
2011. 11. 18,83.62
2011. 11. 21,83.6
2011. 11. 22,83.69
2011. 11. 23,83.78
2011. 11. 25,83.66
2011. 11. 28,83.66
2011. 11. 29,83.54
2011. 11. 30,83.36
2011. 12. 01,83.13
2011. 12. 02,83.4
2011. 12. 05,83.41
2011. 12. 06,83.3
2011. 12. 07,83.41
2011. 12. 08,83.6
2011. 12. 09,83.4
2011. 12. 12,83.49
2011. 12. 13,83.7
2011. 12. 14,83.86
2011. 12. 15,83.82
2011. 12. 16,84.05
2011. 12. 19,84.02
2011. 12. 20,83.85
2011. 12. 21,83.62
2011. 12. 22,83.78
2011. 12. 23,83.29
2011. 12. 27,83.09
2011. 12. 28,83.41
2011. 12. 29,83.48
2011. 12. 30,83.54
2012. 01. 03,83.28
2012. 01. 04,83.32
2012. 01. 05,83.29
2012. 01. 06,83.34
2012. 01. 09,83.41
2012. 01. 10,83.37
2012. 01. 11,83.57
2012. 01. 12,83.45
2012. 01. 13,83.7
2012. 01. 17,83.63
2012. 01. 18,83.61
2012. 01. 19,83.53
2012. 01. 20,83.37
2012. 01. 23,83.27
2012. 01. 24,83.29
2012. 01. 25,83.53
2012. 01. 26,83.75
2012. 01. 27,83.9
2012. 01. 30,84
2012. 01. 31,84.07
2012. 02. 01,83.78
2012. 02. 02,83.91
2012. 02. 03,83.8
2012. 02. 06,83.84
2012. 02. 07,83.73
2012. 02. 08,83.63
2012. 02. 09,83.64
2012. 02. 10,83.7
2012. 02. 13,83.69
2012. 02. 14,83.8
2012. 02. 15,83.69
2012. 02. 16,83.7
2012. 02. 17,83.51
2012. 02. 21,83.46
2012. 02. 22,83.74
2012. 02. 23,83.78
2012. 02. 24,83.84
2012. 02. 27,83.99
2012. 02. 28,83.98
2012. 02. 29,83.9
2012. 03. 01,83.57
2012. 03. 02,83.74
2012. 03. 05,83.57
2012. 03. 06,83.71
2012. 03. 07,83.73
2012. 03. 08,83.6
2012. 03. 09,83.52
2012. 03. 12,83.58
2012. 03. 13,83.33
2012. 03. 14,82.84
2012. 03. 15,82.86
2012. 03. 16,82.85
2012. 03. 19,82.63
2012. 03. 20,82.65
2012. 03. 21,82.89
2012. 03. 22,83.01
2012. 03. 23,83.16
2012. 03. 26,83.15
2012. 03. 27,83.29
2012. 03. 28,83.27
2012. 03. 29,83.45
2012. 03. 30,83.28
2012. 04. 02,83
2012. 04. 03,82.69
2012. 04. 04,82.92
2012. 04. 05,83.08
2012. 04. 09,83.37
2012. 04. 10,83.61
2012. 04. 11,83.49
2012. 04. 12,83.5
2012. 04. 13,83.71
2012. 04. 16,83.71
2012. 04. 17,83.7
2012. 04. 18,83.76
2012. 04. 19,83.74
2012. 04. 20,83.73
2012. 04. 23,83.83
2012. 04. 24,83.73
2012. 04. 25,83.71
2012. 04. 26,83.82
2012. 04. 27,83.87
2012. 04. 30,83.92
2012. 05. 01,83.61
2012. 05. 02,83.74
2012. 05. 03,83.85
2012. 05. 04,83.94
2012. 05. 07,83.91
2012. 05. 08,83.99
2012. 05. 09,83.94
2012. 05. 10,83.89
2012. 05. 11,83.95
2012. 05. 14,84.1
2012. 05. 15,84.12
2012. 05. 16,84.07
2012. 05. 17,84.14
2012. 05. 18,84.09
2012. 05. 21,84.1
2012. 05. 22,83.96
2012. 05. 23,84.02
2012. 05. 24,83.93
2012. 05. 25,84.03
2012. 05. 29,84.03
2012. 05. 30,84.35
2012. 05. 31,84.51
2012. 06. 01,84.62
2012. 06. 04,84.41
2012. 06. 05,84.24
2012. 06. 06,84.08
2012. 06. 07,84.11
2012. 06. 08,84.16
2012. 06. 11,84.23
2012. 06. 12,84.1
2012. 06. 13,84.28
2012. 06. 14,84.23
2012. 06. 15,84.42
2012. 06. 18,84.43
2012. 06. 19,84.32
2012. 06. 20,84.16
2012. 06. 21,84.3
2012. 06. 22,84.13
2012. 06. 25,84.35
2012. 06. 26,84.26
2012. 06. 27,84.35
2012. 06. 28,84.44
2012. 06. 29,84.38
2012. 07. 02,84.37
2012. 07. 03,84.25
2012. 07. 05,84.49
2012. 07. 06,84.57
2012. 07. 09,84.73
2012. 07. 10,84.81
2012. 07. 11,84.69
2012. 07. 12,84.85
2012. 07. 13,84.86
2012. 07. 16,84.91
2012. 07. 17,84.88
2012. 07. 18,85.02
2012. 07. 19,85
2012. 07. 20,85.16
2012. 07. 23,85.2
2012. 07. 24,85.3
2012. 07. 25,85.36
2012. 07. 26,85.3
2012. 07. 27,84.98
2012. 07. 30,85.14
2012. 07. 31,85.23
2012. 08. 01,84.94
2012. 08. 02,85.1
2012. 08. 03,84.79
2012. 08. 06,84.87
2012. 08. 07,84.65
2012. 08. 08,84.63
2012. 08. 09,84.58
2012. 08. 10,84.68
2012. 08. 13,84.69
2012. 08. 14,84.48
2012. 08. 15,84.18
2012. 08. 16,84.09
2012. 08. 17,84.23
2012. 08. 20,84.19
2012. 08. 21,84.34
2012. 08. 22,84.68
2012. 08. 23,84.72
2012. 08. 24,84.72
2012. 08. 27,84.85
2012. 08. 28,84.88
2012. 08. 29,84.81
2012. 08. 30,84.88
2012. 08. 31,85.18
2012. 09. 04,84.94
2012. 09. 05,84.94
2012. 09. 06,84.74
2012. 09. 07,84.74
2012. 09. 10,84.76
2012. 09. 11,84.65
2012. 09. 12,84.53
2012. 09. 13,84.7
2012. 09. 14,84.28
2012. 09. 17,84.4
2012. 09. 18,84.5
2012. 09. 19,84.61
2012. 09. 20,84.63
2012. 09. 21,84.72
2012. 09. 24,84.81
2012. 09. 25,84.98
2012. 09. 26,85.12
2012. 09. 27,85.07
2012. 09. 28,85.15
2012. 10. 01,85.04
2012. 10. 02,85.04
2012. 10. 03,85.01
2012. 10. 04,84.87
2012. 10. 05,84.78
2012. 10. 08,84.89
2012. 10. 09,84.74
2012. 10. 10,84.87
2012. 10. 11,84.94
2012. 10. 12,85
2012. 10. 15,84.97
2012. 10. 16,84.8
2012. 10. 17,84.59
2012. 10. 18,84.55
2012. 10. 19,84.68
2012. 10. 22,84.56
2012. 10. 23,84.75
2012. 10. 24,84.71
2012. 10. 25,84.57
2012. 10. 26,84.75
2012. 10. 31,84.89
2012. 11. 01,84.76
2012. 11. 02,84.79
2012. 11. 05,84.92
2012. 11. 06,84.65
2012. 11. 07,84.85
2012. 11. 08,84.98
2012. 11. 09,84.9
2012. 11. 12,85.03
2012. 11. 13,85.02
2012. 11. 14,85
2012. 11. 15,84.99
2012. 11. 16,84.95
2012. 11. 19,84.95
2012. 11. 20,84.82
2012. 11. 21,84.73
2012. 11. 23,84.75
2012. 11. 26,84.73
2012. 11. 27,84.9
2012. 11. 28,84.95
2012. 11. 29,85
2012. 11. 30,84.94
2012. 12. 03,84.84
2012. 12. 04,84.91
2012. 12. 05,84.97
2012. 12. 06,84.97
2012. 12. 07,84.81
2012. 12. 10,84.86
2012. 12. 11,84.79
2012. 12. 12,84.66
2012. 12. 13,84.49
2012. 12. 14,84.54
2012. 12. 17,84.39
2012. 12. 18,84.2
2012. 12. 19,84.38
2012. 12. 20,84.4
2012. 12. 21,84.52
2012. 12. 24,83.95
2012. 12. 26,84.01
2012. 12. 27,84.09
2012. 12. 28,84.11
2012. 12. 31,84.03
2013. 01. 02,83.9
2013. 01. 03,83.65
2013. 01. 04,83.78
2013. 01. 07,83.72
2013. 01. 08,83.8
2013. 01. 09,83.77
2013. 01. 10,83.77
2013. 01. 11,83.83
2013. 01. 14,83.83
2013. 01. 15,83.94
2013. 01. 16,83.93
2013. 01. 17,83.79
2013. 01. 18,83.92
2013. 01. 22,83.84
2013. 01. 23,83.97
2013. 01. 24,83.85
2013. 01. 25,83.58
2013. 01. 28,83.48
2013. 01. 29,83.39
2013. 01. 30,83.3
2013. 01. 31,83.45
2013. 02. 01,83.05
2013. 02. 04,83.34
2013. 02. 05,83.2
2013. 02. 06,83.4
2013. 02. 07,83.41
2013. 02. 08,83.39
2013. 02. 11,83.29
2013. 02. 12,83.31
2013. 02. 13,83.2
2013. 02. 14,83.32
2013. 02. 15,83.25
2013. 02. 19,83.22
2013. 02. 20,83.28
2013. 02. 21,83.36
2013. 02. 22,83.4
2013. 02. 25,83.67
2013. 02. 26,83.71
2013. 02. 27,83.69
2013. 02. 28,83.73
2013. 03. 01,83.62
2013. 03. 04,83.6
2013. 03. 05,83.55
2013. 03. 06,83.41
2013. 03. 07,83.29
2013. 03. 08,83.06
2013. 03. 11,83.02
2013. 03. 12,83.18
2013. 03. 13,83.08
2013. 03. 14,83.11
2013. 03. 15,83.21
2013. 03. 18,83.37
2013. 03. 19,83.42
2013. 03. 20,83.34
2013. 03. 21,83.36
2013. 03. 22,83.44
2013. 03. 25,83.43
2013. 03. 26,83.46
2013. 03. 27,83.63
2013. 03. 28,83.64
2013. 04. 01,83.41
2013. 04. 02,83.42
2013. 04. 03,83.47
2013. 04. 04,83.71
2013. 04. 05,83.94
2013. 04. 08,83.9
2013. 04. 09,83.81
2013. 04. 10,83.65
2013. 04. 11,83.69
2013. 04. 12,83.89
2013. 04. 15,83.98
2013. 04. 16,83.96
2013. 04. 17,84
2013. 04. 18,84.05
2013. 04. 19,83.98
2013. 04. 22,84.09
2013. 04. 23,84.07
2013. 04. 24,84.05
2013. 04. 25,84
2013. 04. 26,84.11
2013. 04. 29,84.18
2013. 04. 30,84.18
2013. 05. 01,84.16
2013. 05. 02,84.18
2013. 05. 03,83.78
2013. 05. 06,83.77
2013. 05. 07,83.69
2013. 05. 08,83.77
2013. 05. 09,83.64
2013. 05. 10,83.43
2013. 05. 13,83.34
2013. 05. 14,83.18
2013. 05. 15,83.28
2013. 05. 16,83.4
2013. 05. 17,83.22
2013. 05. 20,83.2
2013. 05. 21,83.28
2013. 05. 22,83
2013. 05. 23,82.99
2013. 05. 24,83
2013. 05. 28,82.54
2013. 05. 29,82.61
2013. 05. 30,82.54
2013. 05. 31,82.4
2013. 06. 03,82.16
2013. 06. 04,82.13
2013. 06. 05,82.1
2013. 06. 06,82.21
2013. 06. 07,82
2013. 06. 10,81.79
2013. 06. 11,81.83
2013. 06. 12,81.67
2013. 06. 13,82.03
2013. 06. 14,82.12
2013. 06. 17,82.06
2013. 06. 18,81.99
2013. 06. 19,81.51
2013. 06. 20,80.77
2013. 06. 21,80.44
2013. 06. 24,80.05
2013. 06. 25,80.24
2013. 06. 26,80.52
2013. 06. 27,80.84
2013. 06. 28,80.88
2013. 07. 01,80.85
2013. 07. 02,80.87
2013. 07. 03,80.81
2013. 07. 05,79.91
2013. 07. 08,80.27
2013. 07. 09,80.36
2013. 07. 10,80.16
2013. 07. 11,80.7
2013. 07. 12,80.59
2013. 07. 15,80.81
2013. 07. 16,80.93
2013. 07. 17,81.11
2013. 07. 18,80.98
2013. 07. 19,81.19
2013. 07. 22,81.24
2013. 07. 23,81.22
2013. 07. 24,80.96
2013. 07. 25,80.93
2013. 07. 26,80.99
2013. 07. 29,80.98
2013. 07. 30,80.93
2013. 07. 31,81.02
2013. 08. 01,80.46
2013. 08. 02,80.72
2013. 08. 05,80.75
2013. 08. 06,80.7
2013. 08. 07,80.82
2013. 08. 08,80.86
2013. 08. 09,80.96
2013. 08. 12,80.81
2013. 08. 13,80.53
2013. 08. 14,80.49
2013. 08. 15,80.2
2013. 08. 16,79.99
2013. 08. 19,79.76
2013. 08. 20,79.99
2013. 08. 21,79.68
2013. 08. 22,79.76
2013. 08. 23,79.99
2013. 08. 26,80.13
2013. 08. 27,80.33
2013. 08. 28,80.19
2013. 08. 29,80.27
2013. 08. 30,80.16
2013. 09. 03,79.81
2013. 09. 04,79.71
2013. 09. 05,79.16
2013. 09. 06,79.46
2013. 09. 09,79.66
2013. 09. 10,79.49
2013. 09. 11,79.71
2013. 09. 12,79.69
2013. 09. 13,79.82
2013. 09. 16,79.92
2013. 09. 17,79.99
2013. 09. 18,80.63
2013. 09. 19,80.54
2013. 09. 20,80.53
2013. 09. 23,80.59
2013. 09. 24,80.76
2013. 09. 25,80.93
2013. 09. 26,80.81
2013. 09. 27,80.83
2013. 09. 30,80.88
2013. 10. 01,80.61
2013. 10. 02,80.7
2013. 10. 03,80.74
2013. 10. 04,80.65
2013. 10. 07,80.71
2013. 10. 08,80.68
2013. 10. 09,80.63
2013. 10. 10,80.65
2013. 10. 11,80.68
2013. 10. 14,80.52
2013. 10. 15,80.5
2013. 10. 16,80.84
2013. 10. 17,81.12
2013. 10. 18,81.21
2013. 10. 21,81.11
2013. 10. 22,81.37
2013. 10. 23,81.41
2013. 10. 24,81.41
2013. 10. 25,81.5
2013. 10. 28,81.43
2013. 10. 29,81.49
2013. 10. 30,81.4
2013. 10. 31,81.4
2013. 11. 01,81
2013. 11. 04,81.05
2013. 11. 05,80.81
2013. 11. 06,80.95
2013. 11. 07,81.11
2013. 11. 08,80.58
2013. 11. 11,80.51
2013. 11. 12,80.47
2013. 11. 13,80.69
2013. 11. 14,80.92
2013. 11. 15,80.95
2013. 11. 18,81.1
2013. 11. 19,80.94
2013. 11. 20,80.72
2013. 11. 21,80.72
2013. 11. 22,80.9
2013. 11. 25,80.96
2013. 11. 26,80.97
2013. 11. 27,80.94
2013. 11. 29,80.98
2013. 12. 02,80.5
2013. 12. 03,80.58
2013. 12. 04,80.46
2013. 12. 05,80.32
2013. 12. 06,80.44
2013. 12. 09,80.52
2013. 12. 10,80.69
2013. 12. 11,80.55
2013. 12. 12,80.34
2013. 12. 13,80.43
2013. 12. 16,80.46
2013. 12. 17,80.61
2013. 12. 18,80.58
2013. 12. 19,80.43
2013. 12. 20,80.58
2013. 12. 23,80.48
2013. 12. 24,80.07
2013. 12. 26,79.95
2013. 12. 27,79.95
2013. 12. 30,80.08
2013. 12. 31,80.05
2014. 01. 02,80.12
2014. 01. 03,80.13
2014. 01. 06,80.2
2014. 01. 07,80.3
2014. 01. 08,80.04
2014. 01. 09,80.19
2014. 01. 10,80.58
2014. 01. 13,80.69
2014. 01. 14,80.57
2014. 01. 15,80.52
2014. 01. 16,80.7
2014. 01. 17,80.79
2014. 01. 21,80.79
2014. 01. 22,80.65
2014. 01. 23,80.87
2014. 01. 24,81.08
2014. 01. 27,80.93
2014. 01. 28,81
2014. 01. 29,81.18
2014. 01. 30,81.18
2014. 01. 31,81.29
2014. 02. 03,81.38
2014. 02. 04,81.25
2014. 02. 05,81.08
2014. 02. 06,81.05
2014. 02. 07,81.15
2014. 02. 10,81.2
2014. 02. 11,81.03
2014. 02. 12,80.89
2014. 02. 13,81.09
2014. 02. 14,81.06
2014. 02. 18,81.17
2014. 02. 19,81.1
2014. 02. 20,81.09
2014. 02. 21,81.15
2014. 02. 24,81.13
2014. 02. 25,81.29
2014. 02. 26,81.46
2014. 02. 27,81.56
2014. 02. 28,81.5
2014. 03. 03,81.5
2014. 03. 04,81.22
2014. 03. 05,81.33
2014. 03. 06,81.13
2014. 03. 07,80.89
2014. 03. 10,80.94
2014. 03. 11,80.93
2014. 03. 12,81.1
2014. 03. 13,81.34
2014. 03. 14,81.29
2014. 03. 17,81.18
2014. 03. 18,81.27
2014. 03. 19,80.89
2014. 03. 20,80.82
2014. 03. 21,81.05
2014. 03. 24,81.06
2014. 03. 25,81.04
2014. 03. 26,81.26
2014. 03. 27,81.34
2014. 03. 28,81.19
2014. 03. 31,81.19
2014. 04. 01,80.91
2014. 04. 02,80.75
2014. 04. 03,80.82
2014. 04. 04,81.06
2014. 04. 07,81.21
2014. 04. 08,81.27
2014. 04. 09,81.25
2014. 04. 10,81.5
2014. 04. 11,81.55
2014. 04. 14,81.54
2014. 04. 15,81.58
2014. 04. 16,81.53
2014. 04. 17,81.32
2014. 04. 21,81.34
2014. 04. 22,81.34
2014. 04. 23,81.47
2014. 04. 24,81.49
2014. 04. 25,81.52
2014. 04. 28,81.43
2014. 04. 29,81.47
2014. 04. 30,81.65
2014. 05. 01,81.67
2014. 05. 02,81.76
2014. 05. 05,81.67
2014. 05. 06,81.75
2014. 05. 07,81.79
2014. 05. 08,81.83
2014. 05. 09,81.73
2014. 05. 12,81.65
2014. 05. 13,81.8
2014. 05. 14,82.01
2014. 05. 15,82.16
2014. 05. 16,82.16
2014. 05. 19,82.13
2014. 05. 20,82.17
2014. 05. 21,82.1
2014. 05. 22,82.05
2014. 05. 23,82.13
2014. 05. 27,82.21
2014. 05. 28,82.48
2014. 05. 29,82.41
2014. 05. 30,82.33
2014. 06. 02,81.95
2014. 06. 03,81.75
2014. 06. 04,81.76
2014. 06. 05,81.85
2014. 06. 06,81.84
2014. 06. 09,81.77
2014. 06. 10,81.61
2014. 06. 11,81.64
2014. 06. 12,81.85
2014. 06. 13,81.83
2014. 06. 16,81.81
2014. 06. 17,81.62
2014. 06. 18,81.83
2014. 06. 19,81.76
2014. 06. 20,81.81
2014. 06. 23,81.78
2014. 06. 24,81.93
2014. 06. 25,82.04
2014. 06. 26,82.15
2014. 06. 27,82.15
2014. 06. 30,82.22
2014. 07. 01,81.89
2014. 07. 02,81.67
2014. 07. 03,81.57
2014. 07. 07,81.67
2014. 07. 08,81.82
2014. 07. 09,81.9
2014. 07. 10,81.92
2014. 07. 11,82.04
2014. 07. 14,81.92
2014. 07. 15,81.86
2014. 07. 16,81.89
2014. 07. 17,82.11
2014. 07. 18,82.11
2014. 07. 21,82.11
2014. 07. 22,82.22
2014. 07. 23,82.18
2014. 07. 24,82.02
2014. 07. 25,82.17
2014. 07. 28,82.15
2014. 07. 29,82.22
2014. 07. 30,81.91
2014. 07. 31,81.82
2014. 08. 01,81.92
2014. 08. 04,82.03
2014. 08. 05,81.92
2014. 08. 06,82.01
2014. 08. 07,82.19
2014. 08. 08,82.13
2014. 08. 11,82.17
2014. 08. 12,82.1
2014. 08. 13,82.25
2014. 08. 14,82.33
2014. 08. 15,82.48
2014. 08. 18,82.31
2014. 08. 19,82.3
2014. 08. 20,82.18
2014. 08. 21,82.27
2014. 08. 22,82.27
2014. 08. 25,82.3
2014. 08. 26,82.34
2014. 08. 27,82.47
2014. 08. 28,82.58
2014. 08. 29,82.58
2014. 09. 02,82.12
2014. 09. 03,82.26
2014. 09. 04,82.12
2014. 09. 05,82.09
2014. 09. 08,82.03
2014. 09. 09,81.89
2014. 09. 10,81.74
2014. 09. 11,81.68
2014. 09. 12,81.55
2014. 09. 15,81.59
2014. 09. 16,81.56
2014. 09. 17,81.46
2014. 09. 18,81.47
2014. 09. 19,81.64
2014. 09. 22,81.74
2014. 09. 23,81.78
2014. 09. 24,81.73
2014. 09. 25,81.93
2014. 09. 26,81.85
2014. 09. 29,81.95
2014. 09. 30,81.93
2014. 10. 01,82.12
2014. 10. 02,82.06
2014. 10. 03,82.01
2014. 10. 06,82.2
2014. 10. 07,82.41
2014. 10. 08,82.63
2014. 10. 09,82.5
2014. 10. 10,82.57
2014. 10. 13,82.81
2014. 10. 14,82.92
2014. 10. 15,83.11
2014. 10. 16,82.97
2014. 10. 17,82.91
2014. 10. 20,82.98
2014. 10. 21,82.86
2014. 10. 22,82.84
2014. 10. 23,82.59
2014. 10. 24,82.66
2014. 10. 27,82.63
2014. 10. 28,82.58
2014. 10. 29,82.44
2014. 10. 30,82.5
2014. 10. 31,82.36
2014. 11. 03,82.15
2014. 11. 04,82.13
2014. 11. 05,82.23
2014. 11. 06,82.04
2014. 11. 07,82.32
2014. 11. 10,82.15
2014. 11. 11,82.19
2014. 11. 12,82.18
2014. 11. 13,82.24
2014. 11. 14,82.26
2014. 11. 17,82.26
2014. 11. 18,82.38
2014. 11. 19,82.17
2014. 11. 20,82.27
2014. 11. 21,82.45
2014. 11. 24,82.46
2014. 11. 25,82.61
2014. 11. 26,82.73
2014. 11. 28,82.87
2014. 12. 01,82.58
2014. 12. 02,82.4
2014. 12. 03,82.38
2014. 12. 04,82.52
2014. 12. 05,82.28
2014. 12. 08,82.45
2014. 12. 09,82.48
2014. 12. 10,82.7
2014. 12. 11,82.62
2014. 12. 12,82.9
2014. 12. 15,82.75
2014. 12. 16,82.94
2014. 12. 17,82.74
2014. 12. 18,82.61
2014. 12. 19,82.79
2014. 12. 22,82.75
2014. 12. 23,82.01
2014. 12. 24,82.04
2014. 12. 26,82.11
2014. 12. 29,82.25
2014. 12. 30,82.31
2014. 12. 31,82.37
2015. 01. 02,82.65
2015. 01. 05,82.89
2015. 01. 06,83.13
2015. 01. 07,83.18
2015. 01. 08,83.05
2015. 01. 09,83.19
2015. 01. 12,83.3
2015. 01. 13,83.38
2015. 01. 14,83.57
2015. 01. 15,83.94
2015. 01. 16,83.69
2015. 01. 20,83.6
2015. 01. 21,83.44
2015. 01. 22,83.46
2015. 01. 23,83.73
2015. 01. 26,83.63
2015. 01. 27,83.68
2015. 01. 28,83.98
2015. 01. 29,83.89
2015. 01. 30,84.35
2015. 02. 02,84.08
2015. 02. 03,83.82
2015. 02. 04,83.85
2015. 02. 05,83.67
2015. 02. 06,83.13
2015. 02. 09,83.1
2015. 02. 10,82.95
2015. 02. 11,82.95
2015. 02. 12,82.99
2015. 02. 13,82.8
2015. 02. 17,82.47
2015. 02. 18,82.7
2015. 02. 19,82.63
2015. 02. 20,82.65
2015. 02. 23,82.82
2015. 02. 24,83.16
2015. 02. 25,83.24
2015. 02. 26,83.01
2015. 02. 27,83.08
2015. 03. 02,82.65
2015. 03. 03,82.55
2015. 03. 04,82.55
2015. 03. 05,82.6
2015. 03. 06,82.12
2015. 03. 09,82.22
2015. 03. 10,82.54
2015. 03. 11,82.63
2015. 03. 12,82.69
2015. 03. 13,82.61
2015. 03. 16,82.77
2015. 03. 17,82.84
2015. 03. 18,83.35
2015. 03. 19,83.1
2015. 03. 20,83.32
2015. 03. 23,83.36
2015. 03. 24,83.5
2015. 03. 25,83.37
2015. 03. 26,83.1
2015. 03. 27,83.18
2015. 03. 30,83.28
2015. 03. 31,83.37
2015. 04. 01,83.51
2015. 04. 02,83.4
2015. 04. 06,83.47
2015. 04. 07,83.52
2015. 04. 08,83.46
2015. 04. 09,83.28
2015. 04. 10,83.24
2015. 04. 13,83.26
2015. 04. 14,83.41
2015. 04. 15,83.49
2015. 04. 16,83.47
2015. 04. 17,83.61
2015. 04. 20,83.52
2015. 04. 21,83.42
2015. 04. 22,83.11
2015. 04. 23,83.27
2015. 04. 24,83.4
2015. 04. 27,83.34
2015. 04. 28,83.08
2015. 04. 29,82.82
2015. 04. 30,82.91
2015. 05. 01,82.5
2015. 05. 04,82.38
2015. 05. 05,82.25
2015. 05. 06,82.02
2015. 05. 07,82.19
2015. 05. 08,82.41
2015. 05. 11,81.98
2015. 05. 12,81.88
2015. 05. 13,81.84
2015. 05. 14,82
2015. 05. 15,82.33
2015. 05. 18,82.03
2015. 05. 19,81.85
2015. 05. 20,81.85
2015. 05. 21,82.11
2015. 05. 22,82.06
2015. 05. 26,82.26
2015. 05. 27,82.3
2015. 05. 28,82.31
2015. 05. 29,82.34
2015. 06. 01,81.9
2015. 06. 02,81.67
2015. 06. 03,81.31
2015. 06. 04,81.51
2015. 06. 05,81.19
2015. 06. 08,81.29
2015. 06. 09,81.05
2015. 06. 10,80.88
2015. 06. 11,81.26
2015. 06. 12,81.2
2015. 06. 15,81.21
2015. 06. 16,81.42
2015. 06. 17,81.45
2015. 06. 18,81.39
2015. 06. 19,81.62
2015. 06. 22,81.23
2015. 06. 23,81.04
2015. 06. 24,81.19
2015. 06. 25,81.08
2015. 06. 26,80.93
2015. 06. 29,81.34
2015. 06. 30,81.26
2015. 07. 01,80.9
2015. 07. 02,81.1
2015. 07. 06,81.38
2015. 07. 07,81.46
2015. 07. 08,81.69
2015. 07. 09,81.42
2015. 07. 10,81.04
2015. 07. 13,80.85
2015. 07. 14,81
2015. 07. 15,81.23
2015. 07. 16,81.23
2015. 07. 17,81.24
2015. 07. 20,81.13
2015. 07. 21,81.28
2015. 07. 22,81.31
2015. 07. 23,81.5
2015. 07. 24,81.55
2015. 07. 27,81.71
2015. 07. 28,81.57
2015. 07. 29,81.5
2015. 07. 30,81.53
2015. 07. 31,81.81
2015. 08. 03,81.83
2015. 08. 04,81.55
2015. 08. 05,81.42
2015. 08. 06,81.47
2015. 08. 07,81.64
2015. 08. 10,81.47
2015. 08. 11,81.78
2015. 08. 12,81.75
2015. 08. 13,81.58
2015. 08. 14,81.55
2015. 08. 17,81.7
2015. 08. 18,81.55
2015. 08. 19,81.84
2015. 08. 20,81.91
2015. 08. 21,82.04
2015. 08. 24,82.02
2015. 08. 25,81.75
2015. 08. 26,81.4
2015. 08. 27,81.51
2015. 08. 28,81.55
2015. 08. 31,81.44
2015. 09. 01,81.47
2015. 09. 02,81.41
2015. 09. 03,81.47
2015. 09. 04,81.67
2015. 09. 08,81.47
2015. 09. 09,81.45
2015. 09. 10,81.28
2015. 09. 11,81.45
2015. 09. 14,81.47
2015. 09. 15,81.13
2015. 09. 16,81.08
2015. 09. 17,81.54
2015. 09. 18,81.77
2015. 09. 21,81.47
2015. 09. 22,81.62
2015. 09. 23,81.62
2015. 09. 24,81.65
2015. 09. 25,81.5
2015. 09. 28,81.71
2015. 09. 29,81.77
2015. 09. 30,81.93
2015. 10. 01,81.81
2015. 10. 02,82.12
2015. 10. 05,81.8
2015. 10. 06,81.91
2015. 10. 07,81.91
2015. 10. 08,81.78
2015. 10. 09,81.77
2015. 10. 12,81.91
2015. 10. 13,81.96
2015. 10. 14,82.26
2015. 10. 15,82.1
2015. 10. 16,82.07
2015. 10. 19,82.07
2015. 10. 20,81.94
2015. 10. 21,82.09
2015. 10. 22,82.23
2015. 10. 23,82.02
2015. 10. 26,82.11
2015. 10. 27,82.13
2015. 10. 28,81.9
2015. 10. 29,81.61
2015. 10. 30,81.79
2015. 11. 02,81.46
2015. 11. 03,81.32
2015. 11. 04,81.37
