Date,Close
2015. 11. 05,81.22
2015. 11. 06,80.9
2015. 11. 09,80.83
2015. 11. 10,80.92
2015. 11. 11,80.93
2015. 11. 12,80.94
2015. 11. 13,81.09
2015. 11. 16,81.09
2015. 11. 17,81.18
2015. 11. 18,81.14
2015. 11. 19,81.25
2015. 11. 20,81.23
2015. 11. 23,81.26
2015. 11. 24,81.29
2015. 11. 25,81.3
2015. 11. 27,81.34
2015. 11. 30,81.3
2015. 12. 01,81.44
2015. 12. 02,81.34
2015. 12. 03,80.71
2015. 12. 04,81.03
2015. 12. 07,81.17
2015. 12. 08,81.19
2015. 12. 09,81.16
2015. 12. 10,81.15
2015. 12. 11,81.37
2015. 12. 14,80.99
2015. 12. 15,80.9
2015. 12. 16,80.81
2015. 12. 17,80.98
2015. 12. 18,81.16
2015. 12. 21,81.07
2015. 12. 22,80.96
2015. 12. 23,80.74
2015. 12. 24,80.8
2015. 12. 28,80.8
2015. 12. 29,80.55
2015. 12. 30,80.6
2015. 12. 31,80.76
2016. 01. 04,80.72
2016. 01. 05,80.82
2016. 01. 06,81.18
2016. 01. 07,81.19
2016. 01. 08,81.29
2016. 01. 11,80.95
2016. 01. 12,81.16
2016. 01. 13,81.36
2016. 01. 14,81.26
2016. 01. 15,81.4
2016. 01. 19,81.3
2016. 01. 20,81.39
2016. 01. 21,81.34
2016. 01. 22,81.31
2016. 01. 25,81.31
2016. 01. 26,81.43
2016. 01. 27,81.43
2016. 01. 28,81.49
2016. 01. 29,81.73
2016. 02. 01,81.39
2016. 02. 02,81.67
2016. 02. 03,81.73
2016. 02. 04,81.79
2016. 02. 05,81.71
2016. 02. 08,82.06
2016. 02. 09,82.05
2016. 02. 10,82.22
2016. 02. 11,82.27
2016. 02. 12,82
2016. 02. 16,81.88
2016. 02. 17,81.86
2016. 02. 18,82.14
2016. 02. 19,82.03
2016. 02. 22,82.05
2016. 02. 23,82.1
2016. 02. 24,82.16
2016. 02. 25,82.28
2016. 02. 26,82.2
2016. 02. 29,82.25
2016. 03. 01,81.81
2016. 03. 02,81.76
2016. 03. 03,81.8
2016. 03. 04,81.76
2016. 03. 07,81.74
2016. 03. 08,82.01
2016. 03. 09,81.87
2016. 03. 10,81.83
2016. 03. 11,81.72
2016. 03. 14,81.9
2016. 03. 15,81.82
2016. 03. 16,82.14
2016. 03. 17,82.32
2016. 03. 18,82.39
2016. 03. 21,82.24
2016. 03. 22,82.22
2016. 03. 23,82.4
2016. 03. 24,82.3
2016. 03. 28,82.34
2016. 03. 29,82.68
2016. 03. 30,82.65
2016. 03. 31,82.81
2016. 04. 01,82.73
2016. 04. 04,82.73
2016. 04. 05,82.88
2016. 04. 06,82.84
2016. 04. 07,83.11
2016. 04. 08,83.04
2016. 04. 11,83.03
2016. 04. 12,82.9
2016. 04. 13,82.95
2016. 04. 14,82.88
2016. 04. 15,83.07
2016. 04. 18,83.04
2016. 04. 19,83.09
2016. 04. 20,82.86
2016. 04. 21,82.76
2016. 04. 22,82.73
2016. 04. 25,82.63
2016. 04. 26,82.51
2016. 04. 27,82.76
2016. 04. 28,82.91
2016. 04. 29,82.97
2016. 05. 02,82.66
2016. 05. 03,82.89
2016. 05. 04,82.92
2016. 05. 05,83.07
2016. 05. 06,83.03
2016. 05. 09,83.09
2016. 05. 10,83.09
2016. 05. 11,83.11
2016. 05. 12,83.12
2016. 05. 13,83.21
2016. 05. 16,83.03
2016. 05. 17,82.97
2016. 05. 18,82.58
2016. 05. 19,82.67
2016. 05. 20,82.67
2016. 05. 23,82.69
2016. 05. 24,82.65
2016. 05. 25,82.62
2016. 05. 26,82.76
2016. 05. 27,82.73
2016. 05. 31,82.8
2016. 06. 01,82.66
2016. 06. 02,82.82
2016. 06. 03,83.34
2016. 06. 06,83.21
2016. 06. 07,83.22
2016. 06. 08,83.32
2016. 06. 09,83.4
2016. 06. 10,83.48
2016. 06. 13,83.5
2016. 06. 14,83.49
2016. 06. 15,83.68
2016. 06. 16,83.77
2016. 06. 17,83.65
2016. 06. 20,83.46
2016. 06. 21,83.35
2016. 06. 22,83.38
2016. 06. 23,83.23
2016. 06. 24,83.69
2016. 06. 27,84.12
2016. 06. 28,84.22
2016. 06. 29,84.19
2016. 06. 30,84.3
2016. 07. 01,84.37
2016. 07. 05,84.66
2016. 07. 06,84.81
2016. 07. 07,84.67
2016. 07. 08,84.89
2016. 07. 11,84.64
2016. 07. 12,84.3
2016. 07. 13,84.45
2016. 07. 14,84.32
2016. 07. 15,84.05
2016. 07. 18,84.08
2016. 07. 19,84.21
2016. 07. 20,84.12
2016. 07. 21,84.22
2016. 07. 22,84.23
2016. 07. 25,84.18
2016. 07. 26,84.17
2016. 07. 27,84.42
2016. 07. 28,84.37
2016. 07. 29,84.64
2016. 08. 01,84.21
2016. 08. 02,84.13
2016. 08. 03,84.13
2016. 08. 04,84.28
2016. 08. 05,84
2016. 08. 08,84.01
2016. 08. 09,84.25
2016. 08. 10,84.36
2016. 08. 11,84.14
2016. 08. 12,84.33
2016. 08. 15,84.19
2016. 08. 16,84.15
2016. 08. 17,84.28
2016. 08. 18,84.37
2016. 08. 19,84.2
2016. 08. 22,84.32
2016. 08. 23,84.36
2016. 08. 24,84.35
2016. 08. 25,84.26
2016. 08. 26,84.05
2016. 08. 29,84.34
2016. 08. 30,84.27
2016. 08. 31,84.21
2016. 09. 01,84.16
2016. 09. 02,84.04
2016. 09. 06,84.29
2016. 09. 07,84.3
2016. 09. 08,83.98
2016. 09. 09,83.61
2016. 09. 12,83.64
2016. 09. 13,83.4
2016. 09. 14,83.51
2016. 09. 15,83.58
2016. 09. 16,83.65
2016. 09. 19,83.59
2016. 09. 20,83.61
2016. 09. 21,83.85
2016. 09. 22,84.02
2016. 09. 23,84
2016. 09. 26,84.14
2016. 09. 27,84.24
2016. 09. 28,84.24
2016. 09. 29,84.25
2016. 09. 30,84.14
2016. 10. 03,83.89
2016. 10. 04,83.61
2016. 10. 05,83.47
2016. 10. 06,83.44
2016. 10. 07,83.51
2016. 10. 10,83.42
2016. 10. 11,83.29
2016. 10. 12,83.34
2016. 10. 13,83.44
2016. 10. 14,83.27
2016. 10. 17,83.45
2016. 10. 18,83.56
2016. 10. 19,83.62
2016. 10. 20,83.57
2016. 10. 21,83.64
2016. 10. 24,83.52
2016. 10. 25,83.52
2016. 10. 26,83.37
2016. 10. 27,83.14
2016. 10. 28,83.1
2016. 10. 31,83.19
2016. 11. 01,83
2016. 11. 02,83.08
2016. 11. 03,83.03
2016. 11. 04,83.18
2016. 11. 07,83.07
2016. 11. 08,82.92
2016. 11. 09,82.1
2016. 11. 10,81.75
2016. 11. 11,81.6
2016. 11. 14,81.29
2016. 11. 15,81.4
2016. 11. 16,81.57
2016. 11. 17,81.24
2016. 11. 18,81.04
2016. 11. 21,81.03
2016. 11. 22,81.1
2016. 11. 23,80.89
2016. 11. 25,80.92
2016. 11. 28,81.11
2016. 11. 29,81.17
2016. 11. 30,80.89
2016. 12. 01,80.43
2016. 12. 02,80.72
2016. 12. 05,80.82
2016. 12. 06,80.81
2016. 12. 07,81
2016. 12. 08,80.84
2016. 12. 09,80.6
2016. 12. 12,80.51
2016. 12. 13,80.6
2016. 12. 14,80.19
2016. 12. 15,80.07
2016. 12. 16,80.14
2016. 12. 19,80.35
2016. 12. 20,80.36
2016. 12. 21,80.48
2016. 12. 22,80.22
2016. 12. 23,80.26
2016. 12. 27,80.2
2016. 12. 28,80.4
2016. 12. 29,80.62
2016. 12. 30,80.79
2017. 01. 03,80.8
2017. 01. 04,80.86
2017. 01. 05,81.27
2017. 01. 06,80.95
2017. 01. 09,81.15
2017. 01. 10,81.13
2017. 01. 11,81.17
2017. 01. 12,81.19
2017. 01. 13,81.06
2017. 01. 17,81.31
2017. 01. 18,80.89
2017. 01. 19,80.75
2017. 01. 20,80.81
2017. 01. 23,81.03
2017. 01. 24,80.91
2017. 01. 25,80.67
2017. 01. 26,80.7
2017. 01. 27,80.79
2017. 01. 30,80.77
2017. 01. 31,80.94
2017. 02. 01,80.63
2017. 02. 02,80.68
2017. 02. 03,80.7
2017. 02. 06,80.95
2017. 02. 07,81.08
2017. 02. 08,81.3
2017. 02. 09,81.08
2017. 02. 10,81.06
2017. 02. 13,80.97
2017. 02. 14,80.8
2017. 02. 15,80.67
2017. 02. 16,80.82
2017. 02. 17,81.01
2017. 02. 21,81
2017. 02. 22,81.05
2017. 02. 23,81.2
2017. 02. 24,81.5
2017. 02. 27,81.33
2017. 02. 28,81.27
2017. 03. 01,80.78
2017. 03. 02,80.63
2017. 03. 03,80.69
2017. 03. 06,80.64
2017. 03. 07,80.49
2017. 03. 08,80.3
2017. 03. 09,80.05
2017. 03. 10,80.21
2017. 03. 13,80.05
2017. 03. 14,80.04
2017. 03. 15,80.54
2017. 03. 16,80.42
2017. 03. 17,80.58
2017. 03. 20,80.74
2017. 03. 21,80.93
2017. 03. 22,81.04
2017. 03. 23,81
2017. 03. 24,80.98
2017. 03. 27,81.15
2017. 03. 28,81
2017. 03. 29,81.16
2017. 03. 30,81.03
2017. 03. 31,81.08
2017. 04. 03,81.2
2017. 04. 04,81.11
2017. 04. 05,81.18
2017. 04. 06,81.21
2017. 04. 07,81.03
2017. 04. 10,81.11
2017. 04. 11,81.37
2017. 04. 12,81.56
2017. 04. 13,81.68
2017. 04. 17,81.63
2017. 04. 18,81.92
2017. 04. 19,81.77
2017. 04. 20,81.66
2017. 04. 21,81.68
2017. 04. 24,81.57
2017. 04. 25,81.32
2017. 04. 26,81.4
2017. 04. 27,81.46
2017. 04. 28,81.55
2017. 05. 01,81.23
2017. 05. 02,81.37
2017. 05. 03,81.28
2017. 05. 04,81.19
2017. 05. 05,81.24
2017. 05. 08,81.1
2017. 05. 09,81.06
2017. 05. 10,81.05
2017. 05. 11,81.11
2017. 05. 12,81.35
2017. 05. 15,81.33
2017. 05. 16,81.41
2017. 05. 17,81.85
2017. 05. 18,81.78
2017. 05. 19,81.83
2017. 05. 22,81.76
2017. 05. 23,81.59
2017. 05. 24,81.76
2017. 05. 25,81.76
2017. 05. 26,81.8
2017. 05. 30,81.92
2017. 05. 31,81.96
2017. 06. 01,81.81
2017. 06. 02,82.08
2017. 06. 05,81.95
2017. 06. 06,82.1
2017. 06. 07,81.99
2017. 06. 08,81.93
2017. 06. 09,81.86
2017. 06. 12,81.84
2017. 06. 13,81.86
2017. 06. 14,82.16
2017. 06. 15,82.07
2017. 06. 16,82.16
2017. 06. 19,82.04
2017. 06. 20,82.16
2017. 06. 21,82.2
2017. 06. 22,82.23
2017. 06. 23,82.25
2017. 06. 26,82.34
2017. 06. 27,82.06
2017. 06. 28,82.06
2017. 06. 29,81.89
2017. 06. 30,81.83
2017. 07. 03,81.5
2017. 07. 05,81.55
2017. 07. 06,81.36
2017. 07. 07,81.34
2017. 07. 10,81.38
2017. 07. 11,81.46
2017. 07. 12,81.65
2017. 07. 13,81.62
2017. 07. 14,81.65
2017. 07. 17,81.76
2017. 07. 18,81.95
2017. 07. 19,81.96
2017. 07. 20,82.01
2017. 07. 21,82.1
2017. 07. 24,82.06
2017. 07. 25,81.75
2017. 07. 26,81.95
2017. 07. 27,81.85
2017. 07. 28,82
2017. 07. 31,81.99
2017. 08. 01,81.98
2017. 08. 02,81.93
2017. 08. 03,82.1
2017. 08. 04,81.97
2017. 08. 07,82
2017. 08. 08,81.89
2017. 08. 09,81.95
2017. 08. 10,82.07
2017. 08. 11,82.14
2017. 08. 14,82.08
2017. 08. 15,81.94
2017. 08. 16,82.06
2017. 08. 17,82.21
2017. 08. 18,82.17
2017. 08. 21,82.21
2017. 08. 22,82.11
2017. 08. 23,82.35
2017. 08. 24,82.23
2017. 08. 25,82.33
2017. 08. 28,82.37
2017. 08. 29,82.46
2017. 08. 30,82.45
2017. 08. 31,82.52
2017. 09. 01,82.21
2017. 09. 05,82.55
2017. 09. 06,82.41
2017. 09. 07,82.67
2017. 09. 08,82.58
2017. 09. 11,82.33
2017. 09. 12,82.21
2017. 09. 13,82.11
2017. 09. 14,82.16
2017. 09. 15,82.17
2017. 09. 18,82.11
2017. 09. 19,82.05
2017. 09. 20,81.98
2017. 09. 21,81.96
2017. 09. 22,82.04
2017. 09. 25,82.22
2017. 09. 26,82.18
2017. 09. 27,81.93
2017. 09. 28,81.95
2017. 09. 29,81.96
2017. 10. 02,81.76
2017. 10. 03,81.8
2017. 10. 04,81.8
2017. 10. 05,81.74
2017. 10. 06,81.65
2017. 10. 09,81.73
2017. 10. 10,81.77
2017. 10. 11,81.81
2017. 10. 12,81.88
2017. 10. 13,82.05
2017. 10. 16,81.97
2017. 10. 17,81.98
2017. 10. 18,81.85
2017. 10. 19,81.89
2017. 10. 20,81.69
2017. 10. 23,81.76
2017. 10. 24,81.62
2017. 10. 25,81.55
2017. 10. 26,81.45
2017. 10. 27,81.63
2017. 10. 30,81.82
2017. 10. 31,81.77
2017. 11. 01,81.65
2017. 11. 02,81.73
2017. 11. 03,81.8
2017. 11. 06,81.86
2017. 11. 07,81.89
2017. 11. 08,81.83
2017. 11. 09,81.75
2017. 11. 10,81.42
2017. 11. 13,81.43
2017. 11. 14,81.53
2017. 11. 15,81.72
2017. 11. 16,81.61
2017. 11. 17,81.69
2017. 11. 20,81.64
2017. 11. 21,81.71
2017. 11. 22,81.88
2017. 11. 24,81.86
2017. 11. 27,81.83
2017. 11. 28,81.83
2017. 11. 29,81.63
2017. 11. 30,81.51
2017. 12. 01,81.56
2017. 12. 04,81.57
2017. 12. 05,81.67
2017. 12. 06,81.76
2017. 12. 07,81.65
2017. 12. 08,81.62
2017. 12. 11,81.56
2017. 12. 12,81.55
2017. 12. 13,81.78
2017. 12. 14,81.81
2017. 12. 15,81.82
2017. 12. 18,81.69
2017. 12. 19,81.44
2017. 12. 20,81.28
2017. 12. 21,81.33
2017. 12. 22,81.37
2017. 12. 26,81.24
2017. 12. 27,81.49
2017. 12. 28,81.44
2017. 12. 29,81.57
2018. 01. 02,81.34
2018. 01. 03,81.41
2018. 01. 04,81.37
2018. 01. 05,81.26
2018. 01. 08,81.27
2018. 01. 09,81.03
2018. 01. 10,81.04
2018. 01. 11,81.04
2018. 01. 12,81.03
2018. 01. 16,81.09
2018. 01. 17,81
2018. 01. 18,80.84
2018. 01. 19,80.67
2018. 01. 22,80.61
2018. 01. 23,80.82
2018. 01. 24,80.73
2018. 01. 25,80.95
2018. 01. 26,80.8
2018. 01. 29,80.69
2018. 01. 30,80.54
2018. 01. 31,80.56
2018. 02. 01,80.16
2018. 02. 02,79.92
2018. 02. 05,80.27
2018. 02. 06,80.01
2018. 02. 07,79.83
2018. 02. 08,79.77
2018. 02. 09,79.57
2018. 02. 12,79.59
2018. 02. 13,79.66
2018. 02. 14,79.4
2018. 02. 15,79.48
2018. 02. 16,79.65
2018. 02. 20,79.57
2018. 02. 21,79.27
2018. 02. 22,79.37
2018. 02. 23,79.58
2018. 02. 26,79.62
2018. 02. 27,79.45
2018. 02. 28,79.55
2018. 03. 01,79.52
2018. 03. 02,79.37
2018. 03. 05,79.32
2018. 03. 06,79.35
2018. 03. 07,79.33
2018. 03. 08,79.42
2018. 03. 09,79.32
2018. 03. 12,79.4
2018. 03. 13,79.42
2018. 03. 14,79.59
2018. 03. 15,79.6
2018. 03. 16,79.53
2018. 03. 19,79.47
2018. 03. 20,79.37
2018. 03. 21,79.37
2018. 03. 22,79.5
2018. 03. 23,79.52
2018. 03. 26,79.47
2018. 03. 27,79.74
2018. 03. 28,79.73
2018. 03. 29,79.93
2018. 04. 02,79.72
2018. 04. 03,79.63
2018. 04. 04,79.63
2018. 04. 05,79.52
2018. 04. 06,79.72
2018. 04. 09,79.8
2018. 04. 10,79.66
2018. 04. 11,79.72
2018. 04. 12,79.57
2018. 04. 13,79.63
2018. 04. 16,79.64
2018. 04. 17,79.67
2018. 04. 18,79.41
2018. 04. 19,79.22
2018. 04. 20,79.02
2018. 04. 23,78.98
2018. 04. 24,78.84
2018. 04. 25,78.73
2018. 04. 26,78.89
2018. 04. 27,79.01
2018. 04. 30,79.05
2018. 05. 01,78.75
2018. 05. 02,78.76
2018. 05. 03,78.83
2018. 05. 04,78.88
2018. 05. 07,78.84
2018. 05. 08,78.78
2018. 05. 09,78.69
2018. 05. 10,78.85
2018. 05. 11,78.93
2018. 05. 14,78.83
2018. 05. 15,78.46
2018. 05. 16,78.4
2018. 05. 17,78.33
2018. 05. 18,78.54
2018. 05. 21,78.54
2018. 05. 22,78.56
2018. 05. 23,78.8
2018. 05. 24,78.96
2018. 05. 25,79.13
2018. 05. 29,79.68
2018. 05. 30,79.44
2018. 05. 31,79.41
2018. 06. 01,79.09
2018. 06. 04,78.92
2018. 06. 05,78.99
2018. 06. 06,78.77
2018. 06. 07,78.97
2018. 06. 08,78.87
2018. 06. 11,78.8
2018. 06. 12,78.79
2018. 06. 13,78.74
2018. 06. 14,78.91
2018. 06. 15,78.92
2018. 06. 18,78.92
2018. 06. 19,79.05
2018. 06. 20,78.87
2018. 06. 21,78.91
2018. 06. 22,78.96
2018. 06. 25,78.95
2018. 06. 26,79.08
2018. 06. 27,79.27
2018. 06. 28,79.21
2018. 06. 29,79.19
2018. 07. 02,78.96
2018. 07. 03,79.12
2018. 07. 05,79.23
2018. 07. 06,79.32
2018. 07. 09,79.25
2018. 07. 10,79.2
2018. 07. 11,79.24
2018. 07. 12,79.3
2018. 07. 13,79.37
2018. 07. 16,79.26
2018. 07. 17,79.23
2018. 07. 18,79.19
2018. 07. 19,79.34
2018. 07. 20,79.16
2018. 07. 23,78.91
2018. 07. 24,79.03
2018. 07. 25,79.03
2018. 07. 26,79.03
2018. 07. 27,79.01
2018. 07. 30,78.92
2018. 07. 31,78.98
2018. 08. 01,78.75
2018. 08. 02,78.79
2018. 08. 03,78.96
2018. 08. 06,79.03
2018. 08. 07,78.89
2018. 08. 08,78.87
2018. 08. 09,79.02
2018. 08. 10,79.18
2018. 08. 13,79.19
2018. 08. 14,79.14
2018. 08. 15,79.23
2018. 08. 16,79.27
2018. 08. 17,79.36
2018. 08. 20,79.46
2018. 08. 21,79.42
2018. 08. 22,79.47
2018. 08. 23,79.47
2018. 08. 24,79.51
2018. 08. 27,79.41
2018. 08. 28,79.29
2018. 08. 29,79.24
2018. 08. 30,79.3
2018. 08. 31,79.32
2018. 09. 04,79.01
2018. 09. 05,79.03
2018. 09. 06,79.15
2018. 09. 07,78.9
2018. 09. 10,78.95
2018. 09. 11,78.78
2018. 09. 12,78.84
2018. 09. 13,78.89
2018. 09. 14,78.76
2018. 09. 17,78.75
2018. 09. 18,78.57
2018. 09. 19,78.45
2018. 09. 20,78.55
2018. 09. 21,78.6
2018. 09. 24,78.5
2018. 09. 25,78.44
2018. 09. 26,78.64
2018. 09. 27,78.7
2018. 09. 28,78.7
2018. 10. 01,78.37
2018. 10. 02,78.51
2018. 10. 03,78.11
2018. 10. 04,77.91
2018. 10. 05,77.77
2018. 10. 08,77.74
2018. 10. 09,77.89
2018. 10. 10,77.83
2018. 10. 11,78.05
2018. 10. 12,78.03
2018. 10. 15,78.01
2018. 10. 16,78.07
2018. 10. 17,77.93
2018. 10. 18,77.88
2018. 10. 19,77.84
2018. 10. 22,77.81
2018. 10. 23,77.92
2018. 10. 24,78.13
2018. 10. 25,78.04
2018. 10. 26,78.18
2018. 10. 29,78.11
2018. 10. 30,78
2018. 10. 31,77.84
2018. 11. 01,77.79
2018. 11. 02,77.5
2018. 11. 05,77.56
2018. 11. 06,77.55
2018. 11. 07,77.62
2018. 11. 08,77.49
2018. 11. 09,77.68
2018. 11. 12,77.8
2018. 11. 13,77.76
2018. 11. 14,77.82
2018. 11. 15,77.83
2018. 11. 16,78
2018. 11. 19,78
2018. 11. 20,77.95
2018. 11. 21,78.03
2018. 11. 23,78.02
2018. 11. 26,77.96
2018. 11. 27,78.01
2018. 11. 28,78.05
2018. 11. 29,78.11
2018. 11. 30,78.14
2018. 12. 03,78.07
2018. 12. 04,78.26
2018. 12. 06,78.4
2018. 12. 07,78.56
2018. 12. 10,78.64
2018. 12. 11,78.65
2018. 12. 12,78.57
2018. 12. 13,78.63
2018. 12. 14,78.7
2018. 12. 17,78.85
2018. 12. 18,78.97
2018. 12. 19,79.11
2018. 12. 20,79
2018. 12. 21,79
2018. 12. 24,78.82
2018. 12. 26,78.65
2018. 12. 27,78.82
2018. 12. 28,79.01
2018. 12. 31,79.21
2019. 01. 02,79.37
2019. 01. 03,79.68
2019. 01. 04,79.44
2019. 01. 07,79.32
2019. 01. 08,79.22
2019. 01. 09,79.33
2019. 01. 10,79.17
2019. 01. 11,79.33
2019. 01. 14,79.26
2019. 01. 15,79.27
2019. 01. 16,79.3
2019. 01. 17,79.21
2019. 01. 18,79.15
2019. 01. 22,79.29
2019. 01. 23,79.37
2019. 01. 24,79.54
2019. 01. 25,79.45
2019. 01. 28,79.48
2019. 01. 29,79.64
2019. 01. 30,79.72
2019. 01. 31,80.09
2019. 02. 01,79.67
2019. 02. 04,79.6
2019. 02. 05,79.77
2019. 02. 06,79.74
2019. 02. 07,79.8
2019. 02. 08,79.92
2019. 02. 11,79.89
2019. 02. 12,79.88
2019. 02. 13,79.76
2019. 02. 14,79.9
2019. 02. 15,79.93
2019. 02. 19,80
2019. 02. 20,79.97
2019. 02. 21,79.81
2019. 02. 22,79.99
2019. 02. 25,79.96
2019. 02. 26,80.07
2019. 02. 27,79.91
2019. 02. 28,79.82
2019. 03. 01,79.39
2019. 03. 04,79.53
2019. 03. 05,79.59
2019. 03. 06,79.69
2019. 03. 07,79.92
2019. 03. 08,80.02
2019. 03. 11,79.98
2019. 03. 12,80.17
2019. 03. 13,80.13
2019. 03. 14,80.06
2019. 03. 15,80.21
2019. 03. 18,80.16
2019. 03. 19,80.12
2019. 03. 20,80.47
2019. 03. 21,80.49
2019. 03. 22,80.93
2019. 03. 25,81.03
2019. 03. 26,81.05
2019. 03. 27,81.2
2019. 03. 28,81.24
2019. 03. 29,81.18
2019. 04. 01,80.66
2019. 04. 02,80.7
2019. 04. 03,80.59
2019. 04. 04,80.67
2019. 04. 05,80.73
2019. 04. 08,80.65
2019. 04. 09,80.77
2019. 04. 10,80.88
2019. 04. 11,80.74
2019. 04. 12,80.59
2019. 04. 15,80.61
2019. 04. 16,80.47
2019. 04. 17,80.47
2019. 04. 18,80.58
2019. 04. 22,80.5
2019. 04. 23,80.64
2019. 04. 24,80.85
2019. 04. 25,80.83
2019. 04. 26,81.01
2019. 04. 29,80.84
2019. 04. 30,80.96
2019. 05. 01,80.77
2019. 05. 02,80.59
2019. 05. 03,80.74
2019. 05. 06,80.84
2019. 05. 07,80.96
2019. 05. 08,80.9
2019. 05. 09,80.98
2019. 05. 10,80.97
2019. 05. 13,81.14
2019. 05. 14,81.19
2019. 05. 15,81.31
2019. 05. 16,81.19
2019. 05. 17,81.21
2019. 05. 20,81.11
2019. 05. 21,81.07
2019. 05. 22,81.22
2019. 05. 23,81.51
2019. 05. 24,81.51
2019. 05. 28,81.68
2019. 05. 29,81.66
2019. 05. 30,81.88
2019. 05. 31,82.24
2019. 06. 03,82.28
2019. 06. 04,82.14
2019. 06. 05,82.14
2019. 06. 06,82.12
2019. 06. 07,82.34
2019. 06. 10,82.17
2019. 06. 11,82.11
2019. 06. 12,82.25
2019. 06. 13,82.39
2019. 06. 14,82.4
2019. 06. 17,82.4
2019. 06. 18,82.59
2019. 06. 19,82.87
2019. 06. 20,83
2019. 06. 21,82.77
2019. 06. 24,82.92
2019. 06. 25,82.95
2019. 06. 26,82.76
2019. 06. 27,83
2019. 06. 28,83.07
2019. 07. 01,82.87
2019. 07. 02,83.03
2019. 07. 03,83.18
2019. 07. 05,82.79
2019. 07. 08,82.78
2019. 07. 09,82.67
2019. 07. 10,82.74
2019. 07. 11,82.47
2019. 07. 12,82.54
2019. 07. 15,82.66
2019. 07. 16,82.55
2019. 07. 17,82.8
2019. 07. 18,82.95
2019. 07. 19,82.86
2019. 07. 22,82.95
2019. 07. 23,82.88
2019. 07. 24,82.96
2019. 07. 25,82.87
2019. 07. 26,82.87
2019. 07. 29,82.92
2019. 07. 30,82.9
2019. 07. 31,83
2019. 08. 01,83.4
2019. 08. 02,83.48
2019. 08. 05,83.84
2019. 08. 06,84.05
2019. 08. 07,84.05
2019. 08. 08,84.12
2019. 08. 09,83.97
2019. 08. 12,84.34
2019. 08. 13,84.21
2019. 08. 14,84.51
2019. 08. 15,84.92
2019. 08. 16,84.83
2019. 08. 19,84.56
2019. 08. 20,84.78
2019. 08. 21,84.74
2019. 08. 22,84.58
2019. 08. 23,84.89
2019. 08. 26,84.84
2019. 08. 27,85.13
2019. 08. 28,85.16
2019. 08. 29,85.11
2019. 08. 30,85.1
2019. 09. 03,84.99
2019. 09. 04,85.15
2019. 09. 05,84.71
2019. 09. 06,84.81
2019. 09. 09,84.42
2019. 09. 10,83.99
2019. 09. 11,83.94
2019. 09. 12,83.78
2019. 09. 13,83.3
2019. 09. 16,83.52
2019. 09. 17,83.71
2019. 09. 18,83.77
2019. 09. 19,83.89
2019. 09. 20,84.19
2019. 09. 23,84.25
2019. 09. 24,84.54
2019. 09. 25,84.14
2019. 09. 26,84.28
2019. 09. 27,84.37
2019. 09. 30,84.43
2019. 10. 01,84.33
2019. 10. 02,84.52
2019. 10. 03,84.8
2019. 10. 04,84.94
2019. 10. 07,84.72
2019. 10. 08,84.76
2019. 10. 09,84.66
2019. 10. 10,84.4
2019. 10. 11,84.09
2019. 10. 14,84.23
2019. 10. 15,84.01
2019. 10. 16,84.1
2019. 10. 17,84.1
2019. 10. 18,84.14
2019. 10. 21,83.94
2019. 10. 22,84.09
2019. 10. 23,84.13
2019. 10. 24,84.14
2019. 10. 25,84
2019. 10. 28,83.82
2019. 10. 29,83.84
2019. 10. 30,84.11
2019. 10. 31,84.51
2019. 11. 01,84.25
2019. 11. 04,84.01
2019. 11. 05,83.72
2019. 11. 06,83.9
2019. 11. 07,83.47
2019. 11. 08,83.39
2019. 11. 11,83.44
2019. 11. 12,83.49
2019. 11. 13,83.64
2019. 11. 14,83.88
2019. 11. 15,83.85
2019. 11. 18,83.97
2019. 11. 19,84.06
2019. 11. 20,84.29
2019. 11. 21,84.15
2019. 11. 22,84.2
2019. 11. 25,84.28
2019. 11. 26,84.42
2019. 11. 27,84.29
2019. 11. 29,84.29
2019. 12. 02,83.89
2019. 12. 03,84.34
2019. 12. 04,84.17
2019. 12. 05,84.08
2019. 12. 06,83.97
2019. 12. 09,83.99
2019. 12. 10,83.93
2019. 12. 11,84.21
2019. 12. 12,83.81
2019. 12. 13,84.19
2019. 12. 16,83.96
2019. 12. 17,83.97
2019. 12. 18,83.86
2019. 12. 19,83.92
2019. 12. 20,83.94
2019. 12. 23,83.7
2019. 12. 24,83.78
2019. 12. 26,83.86
2019. 12. 27,83.98
2019. 12. 30,83.95
2019. 12. 31,83.86
2020. 01. 02,83.97
2020. 01. 03,84.27
2020. 01. 06,84.17
2020. 01. 07,84.1
2020. 01. 08,83.97
2020. 01. 09,84.07
2020. 01. 10,84.21
2020. 01. 13,84.16
2020. 01. 14,84.28
2020. 01. 15,84.41
2020. 01. 16,84.36
2020. 01. 17,84.35
2020. 01. 21,84.56
2020. 01. 22,84.63
2020. 01. 23,84.78
2020. 01. 24,84.91
2020. 01. 27,85.19
2020. 01. 28,85.04
2020. 01. 29,85.28
2020. 01. 30,85.3
2020. 01. 31,85.52
2020. 02. 03,85.26
2020. 02. 04,85
2020. 02. 05,84.86
2020. 02. 06,84.94
2020. 02. 07,85.2
2020. 02. 10,85.33
2020. 02. 11,85.19
2020. 02. 12,85.09
2020. 02. 13,85.17
2020. 02. 14,85.26
2020. 02. 18,85.39
2020. 02. 19,85.38
2020. 02. 20,85.59
